SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531400,ALMONDZ GLO ,B ,Q,12.05,12.44,11.75,12.42,12.42,12.00,18,955,11693.00,
521070,ALOK INDS.  ,B ,Q,20.10,20.45,19.40,19.55,19.55,20.05,1007,1432414,28769349.00,
532878,ALPA LAB    ,B ,Q,8.37,8.75,8.37,8.40,8.75,8.50,18,1258,10692.00,
531720,ALPHA GRAPHI,B ,Q,37.80,37.80,37.80,37.80,37.80,36.00,7,505,19089.00,
531247,ALPHA HI-TEC,B ,Q,1.97,1.98,1.67,1.80,1.80,1.80,10,6440,12497.00,
526397,ALPHAGEO (I),B ,Q,59.95,59.95,56.35,56.45,56.45,57.80,55,2389,137257.00,
530715,ALPS INDS.  ,B ,Q,2.15,2.20,2.15,2.20,2.20,2.26,3,900,1975.00,
532309,ALSTOM POWER,B ,Q,365.95,372.00,356.30,358.95,358.95,363.80,2662,87070,31831054.00,
522275,ALSTOMT&D   ,A ,Q,179.30,179.30,173.50,174.55,174.00,179.75,353,8647,1522469.00,
524634,ALU FLUORIDE,T ,Q,8.20,8.21,8.20,8.21,8.21,8.57,2,48,393.00,
513309,ALUM IND EX ,B ,Q,10.01,10.01,9.34,9.98,9.98,9.57,4,102,954.00,
500008,AMAR RAJA BA,B ,Q,300.00,301.00,290.60,292.30,292.30,299.35,255,3979,1180472.00,
532664,AMAR REMEDIE,B ,Q,151.05,152.60,149.50,150.60,150.45,150.25,235,57031,8600846.00,
531681,AMARDEEP IND,T ,Q,14.63,14.63,14.63,14.63,14.63,13.94,1,5,73.00,
521097,AMARJOTHI SP,B ,Q,42.00,44.95,40.10,42.25,42.25,42.00,20,988,41966.00,
532335,AMBICA AGAR.,B ,Q,5.80,5.84,5.72,5.73,5.72,5.89,13,3208,18531.00,
531978,AMBIKA COTTO,B ,Q,149.50,149.50,144.00,144.00,144.00,146.75,14,222,32502.00,
500425,AMBUJA CEME ,A ,Q,165.00,166.00,160.50,162.40,162.40,162.10,1805,141037,23043168.00,
530133,AMCO INDIA L,B ,Q,18.00,18.00,17.35,17.35,17.35,18.25,2,200,3535.00,
532828,AMD INDUS   ,B ,Q,15.00,15.50,15.00,15.02,15.02,15.26,19,6450,97933.00,
513117,AMFORGE IND.,B ,Q,1.81,1.81,1.81,1.81,1.81,1.73,2,1200,2172.00,
531300,AMIT INTNL. ,T ,Q,4.76,5.00,4.76,5.00,5.00,4.98,2,580,2828.00,
521076,AMIT SPIN.  ,B ,Q,1.60,1.60,1.54,1.54,1.54,1.62,8,4439,6880.00,
526241,AMRAPALI IND,T ,Q,4.28,4.72,4.28,4.41,4.41,4.50,6,1005,4622.00,
531991,AMRAWOR AGRI,T ,Q,1.02,1.02,1.02,1.02,1.02,0.98,1,5,5.00,
531728,AMRIT BANAS ,B ,Q,140.65,142.40,134.60,138.20,138.20,140.25,48,1082,148660.00,
507525,AMRIT CORP  ,B ,Q,318.00,326.00,315.00,326.00,326.00,317.00,9,2018,635716.00,
590006,AMRUTANJAN  ,B ,Q,796.25,812.00,776.55,780.25,780.25,790.95,2423,38506,30772756.00,
520077,AMTEK AUTO  ,B ,Q,129.90,131.85,122.00,130.50,130.50,129.80,228,218063,28560851.00,
532282,AMTEK INDIA ,B ,Q,106.00,106.75,103.55,105.50,105.50,105.40,530,162288,17097536.00,
531761,AMULYA LEAS.,T ,Q,38.50,39.25,38.50,39.25,39.25,40.50,12,4300,165750.00,
531678,ANAND CREDIT,B ,Q,2.49,2.50,2.32,2.32,2.32,2.49,12,8046,19588.00,
515055,ANANT RAJ IN,B ,Q,59.75,59.95,58.15,58.60,58.60,59.10,368,29392,1733928.00,
532418,ANDHRA BANK ,A ,Q,124.75,125.35,121.70,122.50,122.50,123.00,733,98582,12229399.00,
532141,ANDHRA CEMEN,B ,Q,10.10,10.10,9.61,9.79,9.79,9.97,50,10392,102786.00,
502330,ANDHRA PAPER,B ,Q,250.00,255.90,240.00,242.90,242.90,249.70,3858,133379,32926741.00,
500012,ANDHRA PETRO,B ,Q,23.75,25.05,23.75,25.00,25.00,24.50,130,33201,825988.00,
590062,ANDHRA SUGAR,B ,Q,134.55,136.70,134.00,135.70,136.20,134.85,69,3331,450869.00,
526173,ANDREW YULE ,B ,Q,24.90,25.50,24.05,24.10,24.10,24.60,685,137368,3399993.00,
530721,ANGIND      ,T ,Q,22.55,22.55,21.00,21.50,21.50,21.50,18,43802,944803.00,
519383,ANIK INDS   ,B ,Q,27.00,28.70,26.90,27.00,27.00,27.05,47,1872,50584.00,
504629,ANIL SP STEL,B ,Q,7.11,7.67,7.11,7.15,7.13,7.17,22,2052,14705.00,
532910,ANILLTD     ,B ,Q,244.50,245.00,236.05,238.70,237.20,236.25,58,1340,320601.00,
521131,ANJANI DHAM ,B ,Q,14.75,14.80,13.80,14.80,14.80,14.50,5,16081,237668.00,
518091,ANJANI PORTL,B ,Q,35.05,35.75,35.00,35.70,35.75,35.15,8,1267,44632.00,
532870,ANKIT METAL ,B ,Q,13.95,14.38,13.50,13.94,13.94,13.98,23,1106,15316.00,
531683,ANKUR DRUGS ,B ,Q,15.54,16.20,15.54,15.84,15.81,15.76,115,18169,288945.00,
531519,ANKUSH FINST,B ,Q,7.01,7.94,6.73,6.95,6.95,7.47,41,7118,49584.00,
523007,ANSAL BUILD.,B ,Q,40.55,42.60,39.50,39.60,39.60,41.00,20,864,34653.00,
507828,ANSAL HOUS. ,B ,Q,45.75,45.75,45.00,45.05,45.05,45.10,9,1357,61130.00,
500013,ANSAL INFRAS,B ,Q,34.30,34.75,33.55,33.75,33.75,33.60,242,15458,524318.00,
505665,ANTIF BEARNG,B ,Q,104.05,105.50,104.05,104.65,104.50,104.75,21,471,49221.00,
532981,ANU LABS    ,B ,Q,1.63,1.69,1.63,1.64,1.64,1.63,81,59723,98565.00,
506260,ANUH PHARMA ,B ,Q,133.95,133.95,127.50,130.00,130.00,130.00,32,2300,299821.00,
532259,APAR INDUS. ,B ,Q,160.90,160.90,155.00,157.45,157.45,160.00,41,566,89463.00,
523694,APCOTEX IND*,B ,Q,145.00,145.00,138.50,139.10,138.50,141.50,209,4310,606818.00,
533758,APL APOLLO  ,B ,Q,194.00,201.20,193.70,197.05,197.05,191.75,542,16403,3250798.00,
517096,APLAB LTD.  ,B ,Q,26.45,26.45,26.45,26.45,26.45,25.50,1,1,26.00,
523537,APM INDUS.  ,B ,Q,10.93,12.44,10.93,11.37,11.37,10.93,97,29110,336000.00,
512437,APOLLO FIN I,B ,Q,11.60,11.70,11.60,11.70,11.70,11.15,2,10,116.00,
508869,APOLLO HOSP.,A ,Q,617.00,621.60,602.05,603.80,603.80,617.60,491,11183,6802762.00,
500877,APOLLO TYRES,A ,Q,85.15,88.90,84.00,85.95,85.95,84.15,7551,1096523,95448774.00,
500014,APPLE FINANC,B ,Q,2.16,2.30,2.16,2.20,2.20,2.23,9,1658,3654.00,
507265,APTE AMAL.  ,T ,Q,45.95,45.95,45.95,45.95,45.95,45.75,1,50,2297.00,
532475,APTECH LTD  ,B ,Q,79.00,83.70,78.60,79.20,79.20,79.25,2525,224511,18272891.00,
590033,APW PRES    ,B ,Q,217.75,220.90,217.75,219.70,218.55,219.90,33,7143,1570274.00,
533159,AQUA LOGIST ,B ,Q,13.00,13.00,11.35,12.01,12.01,12.65,688,427582,5043888.00,
512344,ARAVALI SEC.,T ,Q,14.44,14.44,14.44,14.44,14.44,13.76,13,2121,30627.00,
531160,ARCADIA MERC,B ,Q,9.38,9.41,8.95,9.40,9.40,8.97,50,9101,84481.00,
520121,ARCEE INDUST,B ,Q,2.71,2.71,2.71,2.71,2.71,2.85,1,200,542.00,
530565,ARCHANA SOFT,B ,Q,3.58,3.58,3.27,3.27,3.27,3.44,6,5350,17496.00,
532994,ARCHIDPLY IN,B ,Q,10.20,11.33,10.10,11.01,11.05,10.30,63,4131,45220.00,
532212,ARCHIES LTD ,B ,Q,24.00,24.05,23.50,23.50,23.50,23.80,102,10242,244776.00,
526851,AREX IND.   ,T ,Q,9.41,10.30,9.41,10.30,10.30,9.81,2,900,9181.00,
530967,ARICENTINF  ,T ,Q,127.75,127.80,122.05,127.65,127.80,127.65,229,82200,10483090.00,
532935,ARIES AGRO  ,B ,Q,77.35,87.00,77.35,81.10,81.10,75.90,526,21553,1799771.00,
506194,ARIH SUPER  ,B ,Q,63.00,66.95,61.75,65.10,65.10,62.20,183,33816,2136522.00,
511605,ARIHANT CAP.,B ,Q,22.40,22.40,20.00,20.05,20.05,21.00,12,700,14411.00,
531179,ARMAN FIN   ,B ,Q,27.95,28.20,27.90,28.20,28.20,27.65,3,138,3856.00,
513729,ARO GRANITE ,B ,Q,36.90,36.90,36.35,36.35,36.35,35.25,14,116,4237.00,
531560,AROMA ENT   ,T ,Q,12.62,12.62,12.62,12.62,12.62,12.38,2,200,2524.00,
512273,ARONI COMM  ,B ,Q,37.35,40.00,37.35,38.85,40.00,39.30,6,929,36088.00,
521174,ARORA FIBRES,B ,Q,16.70,18.25,16.70,18.25,18.25,17.50,4,41,732.00,
516064,ARROW COATED,B ,Q,9.68,9.68,9.22,9.22,9.22,9.22,2,2500,23050.00,
506074,ARSHYIA INTL,B ,Q,157.00,161.70,152.30,153.65,153.65,155.90,1907,99382,15780858.00,
531320,ARSI COSMET.,T ,Q,20.00,20.35,18.50,20.35,20.35,19.45,7,255,4776.00,
533163,ARSS INFRA  ,B ,Q,119.35,120.45,114.00,114.60,114.60,118.05,702,30103,3528732.00,
531297,ARTEFACT PR ,B ,Q,29.95,29.95,29.95,29.95,29.95,28.80,1,1,29.00,
522134,ARTSON ENG  ,T ,Q,25.00,25.00,24.50,24.50,24.50,25.25,7,896,22052.00,
590114,ARUNJYOTI EN,B ,Q,22.25,23.95,22.15,22.25,22.25,23.00,13,20209,454706.00,
524760,ARVIND INTER,T ,Q,15.24,15.54,14.95,15.16,15.24,14.80,115,41909,641119.00,
500101,ARVIND Ltd  ,B ,Q,83.00,85.85,80.70,81.30,81.30,84.10,5070,724959,60657981.00,
532489,ARVIND PRODU,B ,Q,7.60,7.65,7.12,7.12,7.12,7.40,28,32388,240005.00,
531823,ARVIND REM. ,B ,Q,2.28,2.28,2.23,2.24,2.25,2.25,81,81047,182231.00,
530245,ARYAMAN FIN.,B ,Q,23.95,23.95,21.95,22.45,22.00,23.95,6,210,4792.00,
515030,ASAHI IN.GLA,B ,Q,58.90,59.45,57.80,58.15,59.15,58.30,51,6964,408661.00,
512535,ASAHI INFRA.,T ,Q,2.50,2.59,2.42,2.59,2.59,2.47,32,48927,125639.00,
532853,ASAHI SONG  ,B ,Q,86.50,87.00,85.55,86.15,86.15,86.50,61,3246,280456.00,
527001,ASHAPURA LTD,B ,Q,12.79,12.79,12.00,12.79,12.79,12.19,677,324096,4121525.00,
517565,ASHCO NIUL  ,B ,Q,1.82,1.87,1.81,1.87,1.87,1.80,4,1810,3276.00,
519174,ASHIANA AGRO,T ,Q,1.79,1.79,1.79,1.79,1.79,1.87,1,100,179.00,
523716,ASHIANA HOU ,B ,Q,171.00,172.90,169.00,170.90,170.90,172.00,23,709,121504.00,
513401,ASHIANA ISP.,B ,Q,12.36,13.00,12.36,13.00,13.00,13.00,3,800,10220.00,
590122,ASHIKACR    ,T ,Q,69.10,69.10,62.65,62.65,62.65,65.85,22,94080,5895232.00,
514286,ASHIMA LTD. ,T ,Q,3.86,4.10,3.86,3.87,3.87,4.00,16,4700,18488.00,
512247,ASHIRWAD CAP,B ,Q,1.60,1.70,1.60,1.69,1.69,1.56,12,2715,4363.00,
526847,ASHIRWAD STL,B ,Q,12.55,12.55,12.55,12.55,12.55,13.20,1,10,125.00,
500477,ASHOK LEYL. ,A ,Q,29.75,30.00,29.20,29.35,29.35,29.65,1010,322825,9555980.00,
533271,ASHOKA      ,B ,Q,204.10,204.50,204.05,204.05,204.05,206.00,7,153,31235.00,
524594,ASHOK-ALCO  ,T ,Q,18.50,18.50,18.05,18.05,18.05,18.85,3,150,2732.00,
526187,ASHRAM ONLIN,T ,Q,2.65,2.91,2.65,2.91,2.91,2.78,4,2210,6319.00,
531568,ASHUTOSH PAP,T ,Q,22.70,22.70,22.70,22.70,22.70,22.65,1,1,22.00,
532435,ASIAHR TECH ,T ,Q,8.23,8.50,8.07,8.17,8.20,8.49,52,7962,64643.00,
503940,ASIAN ELECTR,B ,Q,6.51,7.05,6.51,6.66,6.66,6.94,59,13532,91574.00,
532047,ASIAN FILMS ,B ,Q,1.38,1.51,1.37,1.41,1.41,1.44,17,8693,12236.00,
532888,ASIAN GRANIT,T ,Q,47.00,47.10,46.80,47.00,47.00,45.00,8,1021,47887.00,
533227,ASIAN HTL E ,B ,Q,277.00,296.00,277.00,278.30,278.95,282.00,7,217,62563.00,
533221,ASIAN HTL W ,B ,Q,143.95,143.95,125.05,130.50,130.50,139.25,82,1367,175060.00,
530355,ASIAN OILFIE,B ,Q,28.05,30.00,28.05,29.30,30.00,28.65,20,3005,89313.00,
500820,ASIAN PAINTS,A ,Q,3273.00,3310.00,3259.70,3295.65,3290.05,3255.70,474,3791,12463361.00,
519532,ASIAN TEA   ,B ,Q,17.35,19.30,17.35,19.30,19.30,16.10,86,35643,682942.00,
500023,ASIANHOTNR  ,B ,Q,198.40,198.40,188.25,188.25,188.25,189.40,44,4370,829578.00,
526433,ASM TECHNOLO,B ,Q,65.00,65.00,65.00,65.00,65.00,67.85,1,50,3250.00,
500024,ASSAMCO     ,B ,Q,7.68,8.10,7.50,7.58,7.58,7.56,502,250412,1955480.00,
507526,ASSO.ALCOHOL,B ,Q,19.55,20.00,19.55,19.75,19.80,19.75,8,699,13734.00,
502015,ASSOC.STONE ,B ,Q,26.60,26.60,25.50,25.50,25.50,25.05,2,250,6512.00,
533138,ASTEC LIFE  ,B ,Q,30.10,31.35,29.25,29.55,29.25,30.50,157,8111,245837.00,
533219,ASTERSILI   ,B ,Q,8.01,8.95,8.00,8.56,8.55,8.50,35,4037,33598.00,
532493,ASTRA MICRO ,B ,Q,34.60,35.45,34.55,34.60,34.75,34.55,132,12476,434755.00,
532830,ASTRAL POLY ,B ,Q,200.00,200.00,198.30,199.90,199.90,199.40,30,663,132289.00,
506820,ASTRAZEN.PH.,A ,Q,2573.00,2645.00,2370.00,2389.40,2389.40,2598.20,5491,31439,77658954.00,
530187,ATHARV ENT  ,T ,Q,40.00,40.05,40.00,40.05,40.05,38.15,2,150,6005.00,
532759,ATLANTA     ,B ,Q,60.00,61.50,58.75,59.20,59.20,60.40,736,68855,4155953.00,
505029,ATLAS CYCLES,T ,Q,351.00,363.00,350.55,352.75,352.75,356.10,69,1928,688166.00,
511427,ATN INTER.  ,B ,Q,0.95,0.95,0.85,0.90,0.90,0.95,18,9470,8361.00,
